Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
41	1	31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 )	31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=40&uT=y	58554156	58554158
42	1	uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik	uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=41&uT=y	58620884	58620886
43	1	edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira	edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=42&uT=y	58622318	58622320
44	1	Bayram süresince hava sıcaklığının mevsim normallerinde seyredeceği , bir ,	<<< iki ve üçüncü >>>	gün Marmara ile yurdun iç ve doğu bölgelerinde yoğun sis	Bayram_Noun süresince_Noun hava_Noun sıcaklığının_Adj mevsim_Noun normallerinde_Adj seyredeceği_Verb ,_Punc bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gün_Noun Marmara_Noun ile_Postp yurdun_Noun iç_Noun ve_Conj doğu_Noun bölgelerinde_Noun yoğun_Adj sis_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=43&uT=y	64563213	64563215
45	1	31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 )	31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=44&uT=y	65563353	65563355
46	1	uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik	uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=45&uT=y	65615467	65615469
47	1	edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira	edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=46&uT=y	65620455	65620457
48	1	Bayram süresince hava sıcaklığının mevsim normallerinde seyredeceği , bir ,	<<< iki ve üçüncü >>>	gün Marmara ile yurdun iç ve doğu bölgelerinde yoğun sis	Bayram_Noun süresince_Noun hava_Noun sıcaklığının_Adj mevsim_Noun normallerinde_Adj seyredeceği_Verb ,_Punc bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gün_Noun Marmara_Noun ile_Postp yurdun_Noun iç_Noun ve_Conj doğu_Noun bölgelerinde_Noun yoğun_Adj sis_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=47&uT=y	67345657	67345659
49	1	31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 )	31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=48&uT=y	68395431	68395433
50	1	edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira	edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=49&uT=y	68476523	68476525
51	1	uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik	uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=50&uT=y	68476843	68476845
52	1	Bayram süresince hava sıcaklığının mevsim normallerinde seyredeceği , bir ,	<<< iki ve üçüncü >>>	gün Marmara ile yurdun iç ve doğu bölgelerinde yoğun sis	Bayram_Noun süresince_Noun hava_Noun sıcaklığının_Adj mevsim_Noun normallerinde_Adj seyredeceği_Verb ,_Punc bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gün_Noun Marmara_Noun ile_Postp yurdun_Noun iç_Noun ve_Conj doğu_Noun bölgelerinde_Noun yoğun_Adj sis_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=51&uT=y	68799255	68799257
53	1	31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 )	31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=52&uT=y	71270875	71270877
54	1	uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik	uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=53&uT=y	71293752	71293754
55	1	edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira	edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=54&uT=y	71294089	71294091
56	1	Bayram süresince hava sıcaklığının mevsim normallerinde seyredeceği , bir ,	<<< iki ve üçüncü >>>	gün Marmara ile yurdun iç ve doğu bölgelerinde yoğun sis	Bayram_Noun süresince_Noun hava_Noun sıcaklığının_Adj mevsim_Noun normallerinde_Adj seyredeceği_Verb ,_Punc bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gün_Noun Marmara_Noun ile_Postp yurdun_Noun iç_Noun ve_Conj doğu_Noun bölgelerinde_Noun yoğun_Adj sis_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=55&uT=y	72988859	72988861
57	1	31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 )	31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=56&uT=y	73721501	73721503
58	1	uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik	uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=57&uT=y	73770199	73770201
59	1	edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira	edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=58&uT=y	73776411	73776413
60	1	Bayram süresince hava sıcaklığının mevsim normallerinde seyredeceği , bir ,	<<< iki ve üçüncü >>>	gün Marmara ile yurdun iç ve doğu bölgelerinde yoğun sis	Bayram_Noun süresince_Noun hava_Noun sıcaklığının_Adj mevsim_Noun normallerinde_Adj seyredeceği_Verb ,_Punc bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gün_Noun Marmara_Noun ile_Postp yurdun_Noun iç_Noun ve_Conj doğu_Noun bölgelerinde_Noun yoğun_Adj sis_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=59&uT=y	75497259	75497261
61	1	31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 )	31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=60&uT=y	76177571	76177573
62	1	uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik	uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=61&uT=y	76257879	76257881
63	1	edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira	edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=62&uT=y	76259399	76259401
64	1	Bayram süresince hava sıcaklığının mevsim normallerinde seyredeceği , bir ,	<<< iki ve üçüncü >>>	gün Marmara ile yurdun iç ve doğu bölgelerinde yoğun sis	Bayram_Noun süresince_Noun hava_Noun sıcaklığının_Adj mevsim_Noun normallerinde_Adj seyredeceği_Verb ,_Punc bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gün_Noun Marmara_Noun ile_Postp yurdun_Noun iç_Noun ve_Conj doğu_Noun bölgelerinde_Noun yoğun_Adj sis_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=63&uT=y	77948855	77948857
65	1	31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 )	31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=64&uT=y	78942583	78942585
66	1	edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira	edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=65&uT=y	79030240	79030242
67	1	uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik	uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=66&uT=y	79032952	79032954
68	1	31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 )	31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=67&uT=y	79847730	79847732
69	1	edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira	edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=68&uT=y	79938521	79938523
70	1	uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik	uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=69&uT=y	79942590	79942592
71	1	gizli oyla yapılır . İlk iki oylamada üye tamsayısının üçte	<<< iki ve üçüncü >>>	oylamada üye tamsayısının salt çoğunluğu aranır . Üçüncü oylamada salt	gizli_Adj oyla_Pron yapılır_Verb ._Punc İlk_Adj iki_Adj oylamada_Verb üye_Noun tamsayısının_Noun üçte_Adj	<<< iki_Adj ve_Conj üçüncü_Adj >>>	oylamada_Verb üye_Noun tamsayısının_Noun salt_Adv çoğunluğu_Noun aranır_Verb ._Punc Üçüncü_Adj oylamada_Verb salt_Adv	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=70&uT=y	86330781	86330783
72	1	Kız çocuk 4 : Baba 5 : Anne Yakınlık kodunun	<<< üç ve dördüncü >>>	hanesi kişi sayısını tanımlar 0101 : Tek eş 0201 :	Kız_Noun çocuk_Noun 4_Num :_Punc Baba_Noun 5_Num :_Punc Anne_Noun Yakınlık_Noun kodunun_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	hanesi_Noun kişi_Noun sayısını_Noun tanımlar_Verb 0101_Num :_Punc Tek_Adj eş_Noun 0201_Num :_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=71&uT=y	86528795	86528797
73	1	beş birleştirilmiş veya bütün sınıflar birleştirilmiş ya da bir ,	<<< iki ve üçüncü >>>	sınıf ile dört ve beşinci sınıf birleştirilmiş ) ve Türkçe	beş_Adj birleştirilmiş_Verb veya_Conj bütün_Adj sınıflar_Noun birleştirilmiş_Verb ya_Conj da_Conj bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıf_Noun ile_Postp dört_Adj ve_Conj beşinci_Adj sınıf_Noun birleştirilmiş_Verb )_Punc ve_Conj Türkçe_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=72&uT=y	92376292	92376294
74	1	birleştirilmiş ya da bir , iki ve üçüncü sınıf ile	<<< dört ve beşinci >>>	sınıf birleştirilmiş ) ve Türkçe dersinin işlenmesinin nasıl olacağı programda	birleştirilmiş_Verb ya_Conj da_Conj bir_Det ,_Punc iki_Adj ve_Conj üçüncü_Adj sınıf_Noun ile_Postp	<<< dört_Adj ve_Conj beşinci_Adj >>>	sınıf_Noun birleştirilmiş_Verb )_Punc ve_Conj Türkçe_Noun dersinin_Noun işlenmesinin_Verb nasıl_Adv olacağı_Verb programda_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=73&uT=y	92376297	92376299
75	1	beş birleştirilmiş veya bütün sınıflar birleştirilmiş ya da bir ,	<<< iki ve üçüncü >>>	sınıf ile dört ve beşinci sınıf birleştirilmiş ) ve Türkçe	beş_Adj birleştirilmiş_Verb veya_Conj bütün_Adj sınıflar_Noun birleştirilmiş_Verb ya_Conj da_Conj bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıf_Noun ile_Postp dört_Adj ve_Conj beşinci_Adj sınıf_Noun birleştirilmiş_Verb )_Punc ve_Conj Türkçe_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=74&uT=y	92583606	92583608
76	1	birleştirilmiş ya da bir , iki ve üçüncü sınıf ile	<<< dört ve beşinci >>>	sınıf birleştirilmiş ) ve Türkçe dersinin işlenmesinin nasıl olacağı programda	birleştirilmiş_Verb ya_Conj da_Conj bir_Det ,_Punc iki_Adj ve_Conj üçüncü_Adj sınıf_Noun ile_Postp	<<< dört_Adj ve_Conj beşinci_Adj >>>	sınıf_Noun birleştirilmiş_Verb )_Punc ve_Conj Türkçe_Noun dersinin_Noun işlenmesinin_Verb nasıl_Adv olacağı_Verb programda_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=75&uT=y	92583611	92583613
77	1	beş birleştirilmiş veya bütün sınıflar birleştirilmiş ya da bir ,	<<< iki ve üçüncü >>>	sınıf ile dört ve beşinci sınıf birleştirilmiş ) ve Türkçe	beş_Adj birleştirilmiş_Verb veya_Conj bütün_Adj sınıflar_Noun birleştirilmiş_Verb ya_Conj da_Conj bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıf_Noun ile_Postp dört_Adj ve_Conj beşinci_Adj sınıf_Noun birleştirilmiş_Verb )_Punc ve_Conj Türkçe_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=76&uT=y	92783467	92783469
78	1	birleştirilmiş ya da bir , iki ve üçüncü sınıf ile	<<< dört ve beşinci >>>	sınıf birleştirilmiş ) ve Türkçe dersinin işlenmesinin nasıl olacağı programda	birleştirilmiş_Verb ya_Conj da_Conj bir_Det ,_Punc iki_Adj ve_Conj üçüncü_Adj sınıf_Noun ile_Postp	<<< dört_Adj ve_Conj beşinci_Adj >>>	sınıf_Noun birleştirilmiş_Verb )_Punc ve_Conj Türkçe_Noun dersinin_Noun işlenmesinin_Verb nasıl_Adv olacağı_Verb programda_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=77&uT=y	92783472	92783474
79	1	olan Devlet Memurları ve diğer Kamu Görevlileri , Dört ,	<<< beş ve altıncı >>>	maddelerde belirtilenlerden emeklilik veya çekilme sebepleriyle vazifelerinden ayrılmış bulunanlar ,	olan_Verb Devlet_Noun Memurları_Noun ve_Conj diğer_Adj Kamu_Noun Görevlileri_Noun ,_Punc Dört_Adj ,_Punc	<<< beş_Adj ve_Conj altıncı_Adj >>>	maddelerde_Noun belirtilenlerden_Verb emeklilik_Noun veya_Conj çekilme_Verb sebepleriyle_Noun vazifelerinden_Noun ayrılmış_Verb bulunanlar_Verb ,_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=78&uT=y	92994772	92994774
